county,category,taxonomic_group,taxonomic_subgroup,scientific_name,common_name,ny_listing_status,federal_listing_status
Washington,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Spruce-fir swamp,Spruce-Fir Swamp,not applicable,not applicable
Washington,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shallow emergent marsh,Shallow Emergent Marsh,not applicable,not applicable
Washington,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp,not applicable,not applicable
Washington,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,not applicable,not applicable
Washington,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Deep emergent marsh,Deep Emergent Marsh,not applicable,not applicable
Washington,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Northern white cedar swamp,Northern White Cedar Swamp,not applicable,not applicable
Washington,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shrub swamp,Shrub Swamp,not applicable,not applicable
Washington,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Oligotrophic dimictic lake,Oligotrophic Dimictic Lake,not applicable,not applicable
Washington,Natural Community,Rivers and Streams,Natural Rivers and Streams,Rocky headwater stream,Rocky Headwater Stream,not applicable,not applicable
Washington,Natural Community,Subterranean,Natural Caves,Talus cave community,Talus Cave Community,not applicable,not applicable
Washington,Natural Community,Uplands,Barrens and Woodlands,Red pine rocky summit,Red Pine Rocky Summit,not applicable,not applicable
Washington,Natural Community,Uplands,Barrens and Woodlands,Acidic talus slope woodland,Acidic Talus Slope Woodland,not applicable,not applicable
Washington,Natural Community,Uplands,Open Uplands,Cliff community,Cliff Community,not applicable,not applicable
Washington,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,not applicable,not applicable
Washington,Natural Community,Uplands,Open Uplands,Shoreline outcrop,Shoreline Outcrop,not applicable,not applicable
Washington,Natural Community,Uplands,Open Uplands,Calcareous cliff community,Calcareous Cliff Community,not applicable,not applicable
Washington,Natural Community,Uplands,Forested Uplands,Pine-northern hardwood forest,Pine-Northern Hardwood Forest,not applicable,not applicable
Washington,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,not applicable,not applicable
Washington,Natural Community,Uplands,Forested Uplands,Beech-maple mesic forest,Beech-Maple Mesic Forest,not applicable,not applicable
Washington,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,not applicable,not applicable
Washington,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,not applicable,not applicable
Washington,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-oak-heath rocky summit,Pitch Pine-Oak-Heath Rocky Summit,not applicable,not applicable
Washington,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,Limestone Woodland,not applicable,not applicable
Washington,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,Threatened,not listed
Washington,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,Threatened,not listed
Washington,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,Threatened,not listed
Washington,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,Endangered,not listed
Washington,Plant,Ferns and Fern Allies,Clubmosses,Pseudolycopodiella caroliniana,Carolina Clubmoss,Endangered,not listed
Washington,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort,Rare,not listed
Washington,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,Threatened,not listed
Washington,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,Endangered,not listed
Washington,Plant,Flowering Plants,Grasses,Panicum flexile,Wiry Panic Grass,Rare,not listed
Washington,Plant,Flowering Plants,Grasses,Bromus nottowayanus,Nottoway Brome Grass,Endangered,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ciliolatum,Lindley's Aster,Endangered,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,Endangered,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,Rare,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Asclepias rubra,Red Milkweed,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Rosa acicularis ssp. sayi,Prickly Rose,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,Threatened,not listed
Washington,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,Endangered,not listed
Washington,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Green Parrot's Feather,Endangered,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,Rare,not listed
Washington,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex scirpoidea ssp. scirpoidea,Canadian Single-spike Sedge,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Scirpus ancistrochaetus,Northeastern Bulrush,Endangered,Endangered
Washington,Plant,Flowering Plants,Other Flowering Plants,Hippuris vulgaris,Mare's Tail,Endangered,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago randii,Rand's Goldenrod,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Velvety Bush Clover,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,Rare,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not listed,not listed
Washington,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Subularia aquatica ssp. americana,Water Awlwort,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,Threatened,not listed
Washington,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Blephilia ciliata,Downy Wood Mint,Endangered,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,Threatened,not listed
Washington,Plant,Flowering Plants,Grasses,Phragmites americanus,American Phragmites,Rare,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland Goldenrod,Rare,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,Rare,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Draba glabella,Smooth Whitlow Grass,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,Rare,not listed
Washington,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,Rare,not listed
Washington,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,not listed,not listed
Washington,Plant,Flowering Plants,Orchids,Arethusa bulbosa,Dragon's Mouth Orchid,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,Threatened,not listed
Washington,Plant,Flowering Plants,Sedges,Schoenoplectus heterochaetus,Slender Bulrush,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pinedrops,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Schoenoplectiella smithii var. setosa,Smith¿s Bristly Bulrush,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,Threatened,not listed
Washington,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Rorippa aquatica,Lake Cress,Threatened,not listed
Washington,Plant,Flowering Plants,Orchids,Isotria medeoloides,Small Whorled Pogonia,Endangered,Threatened
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Erigeron philadelphicus var. provancheri,Provancher's Fleabane,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,Threatened,not listed
Washington,Plant,Flowering Plants,Orchids,Cypripedium candidum,Small White Lady's Slipper,Endangered,not listed
Washington,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,Endangered,not listed
Washington,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Borodinia missouriensis,Green Rock Cress,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,Rare,not listed
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago racemosa,Riverbank Goldenrod,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,Rare,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Yellow Loosestrife,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,Threatened,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not listed,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. purpurea,Purple Bluets,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. calycosa,Southern Bluets,Endangered,not listed
Washington,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,Rare,not listed
Washington,Plant,Mosses,Other Mosses,Didymodon ferrugineus,Rusty Beard-moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Tortula pagorum,Leafy screw moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Schwetschkeopsis fabronia,False Hair Moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Fabronia ciliaris,Fringed Fabronia,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Hyophila involuta,Rolled-leaf wet ground moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Platydictya jungermannioides,False Willow Moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Philonotis capillaris,Hairy Apple Moss,not listed,not listed
Washington,Plant,Mosses,Other Mosses,Lindbergia brachyptera,Papillose Fine-branch Moss,not listed,not listed
Wayne,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,Game with no open season,not listed
Wayne,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,Game with no open season,not listed
Wayne,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,Special Concern,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog,Game with open season,not listed
Wayne,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,Game with no open season,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog,Game with open season,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,Game with open season,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,Game with open season,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,Game with open season,not listed
Wayne,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,Game with no open season,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,Game with open season,not listed
Wayne,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,Special Concern,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,Game with open season,not listed
Wayne,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,Game with no open season,not listed
Wayne,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,Game with open season,not listed
Wayne,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy,Game with no open season,not listed
